GENDER,AGE65,RACETH,EDUC,PARTY,PARTYFULL,IDEO,LGBT,QVOTE2022S,QVOTE2020,FAVHALEY,EXTREMETRUMP,EXTREMEHARRIS,AUTHHARRIS,AUTHTRUMP,TESTEDHARRIS,TESTEDTRUMP,HARRISPOLICY,HARRISCHARACTER,HARRISCAPABLE,HARRISCHANGE,HARRISMENTALCAP,HARRISHONEST,HARRISSTRONG,HARRISLOOKSOUT,TRUMPPOLICY,TRUMPCHARACTER,TRUMPCAPABLE,TRUMPCHANGE,TRUMPMENTALCAP,TRUMPHONEST,TRUMPSTRONG,TRUMPLOOKSOUT,FAVREP,FAVDEM,FAVBIDEN,FAVHARRIS,FAVTRUMP,PRESVOTE,SIZEPLACE
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(1) Urban
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,(4) Not at all concerned,(1) Very concerned,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(4) Rural
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(1) Urban
(2) Women,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(3) Neither,(3) Independent,(3) Moderate,(1) Yes,(2) The Democratic candidate,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(3) Somewhat unfavorable,(2) Somewhat favorable,(3) Somewhat unfavorable,(1) Very favorable,(4) Very unfavorable,(1) Kamala Harris,(1) Urban
(1) Men,(6) 65+,(2) African American or Black,(4) Postgraduate study,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,(1) Very concerned,(3) Not too concerned,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(1) 18-24,(3) Latino or Hispanic,(2) Some college/assoc. degree,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,NA,NA,NA,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(3) Untested,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(3) Another candidate,(2) Suburban
(1) Men,(6) 65+,(1) White,(1) High school or less,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,(4) Not at all concerned,(1) Very concerned,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(3) Small town
(2) Women,(5) 50-64,(1) White,(4) Postgraduate study,(2) Republican,(2) Republican/Lean Rep,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) No,NA,(1) Donald Trump,NA,NA,NA,(2) Somewhat concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Very favorable,(3) Somewhat unfavorable,(4) Very unfavorable,(4) Very unfavorable,(1) Very favorable,(2) Donald Trump,(3) Small town
(1) Men,(3) 30-39,(1) White,(3) College graduate,(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(4) Rural
(2) Women,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,(2) The Democratic candidate,(2) Joe Biden,NA,(1) Very concerned,(3) Not too concerned,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(4) 40-49,(3) Latino or Hispanic,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(2) 25-29,(3) Latino or Hispanic,(3) College graduate,(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(2) Suburban
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,(1) Very concerned,(2) Somewhat concerned,(3) Not too concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(3) Neither,(3) Independent,(3) Moderate,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(3) Nonbinary/Some other way,(1) 18-24,(3) Latino or Hispanic,(3) College graduate,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,(2) The Democratic candidate,NA,NA,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(4) Rural
(2) Women,(3) 30-39,(3) Latino or Hispanic,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,NA,(2) Joe Biden,NA,(1) Very concerned,(4) Not at all concerned,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) High school or less,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(4) Not at all concerned,(3) Untested,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(3) Small town
(3) Nonbinary/Some other way,(1) 18-24,(1) White,(2) Some college/assoc. degree,(3) Neither,(1) Democrat/Lean Dem,(1) Very liberal,(1) Yes,NA,NA,NA,NA,NA,(3) Not too concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(4) Very unfavorable,(2) Somewhat favorable,(2) Somewhat favorable,(2) Somewhat favorable,(4) Very unfavorable,(1) Kamala Harris,(1) Urban
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(2) Suburban
(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(2) No,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Very favorable,(4) Very unfavorable,(4) Very unfavorable,(4) Very unfavorable,(1) Very favorable,(2) Donald Trump,(2) Suburban
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(2) No,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Somewhat favorable,(1) Very favorable,(1) Very favorable,(1) Very favorable,(5) Don't know enough to say,(1) Kamala Harris,(1) Urban
(2) Women,(1) 18-24,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,NA,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) High school or less,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(3) 30-39,(4) Asian,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(2) No,(1) The Republican candidate,NA,NA,NA,NA,(2) Somewhat concerned,(2) Somewhat concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(3) Somewhat unfavorable,(4) Very unfavorable,(4) Very unfavorable,(1) Very favorable,(1) Very favorable,(2) Donald Trump,(1) Urban
(1) Men,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,NA,NA,(2) Joe Biden,NA,(1) Very concerned,(4) Not at all concerned,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(2) Somewhat concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,(2) No,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,NA,NA,NA,NA,NA,(2) Donald Trump,(4) Rural
(1) Men,(1) 18-24,(1) White,(2) Some college/assoc. degree,(3) Neither,(3) Independent,(4) Somewhat conservative,(2) No,(2) The Democratic candidate,NA,NA,NA,NA,(4) Not at all concerned,(4) Not at all concerned,(3) Untested,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Somewhat favorable,(3) Somewhat unfavorable,(4) Very unfavorable,(3) Somewhat unfavorable,(2) Somewhat favorable,(1) Kamala Harris,(2) Suburban
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(3) Neither,(2) Republican/Lean Rep,(4) Somewhat conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(4) Rural
(1) Men,(6) 65+,(1) White,(3) College graduate,(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,NA,(2) The Democratic candidate,(2) Joe Biden,NA,(1) Very concerned,(4) Not at all concerned,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(2) Women,(5) 50-64,(1) White,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) No,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(4) Very unfavorable,(2) Somewhat favorable,(1) Very favorable,(1) Very favorable,(4) Very unfavorable,(1) Kamala Harris,(4) Rural
(1) Men,(6) 65+,(1) White,(4) Postgraduate study,(3) Neither,(2) Republican/Lean Rep,(3) Moderate,NA,NA,(3) Someone else,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Yes,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(3) Another candidate,(3) Small town
(1) Men,(1) 18-24,(1) White,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(4) Rural
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(2) No,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Somewhat favorable,(4) Very unfavorable,(4) Very unfavorable,(4) Very unfavorable,(2) Somewhat favorable,(2) Donald Trump,(2) Suburban
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,NA,(2) The Democratic candidate,(2) Joe Biden,NA,(1) Very concerned,(3) Not too concerned,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(4) Rural
(1) Men,(5) 50-64,(1) White,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(2) No,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Somewhat favorable,(4) Very unfavorable,(4) Very unfavorable,(4) Very unfavorable,(2) Somewhat favorable,(2) Donald Trump,(4) Rural
(2) Women,(6) 65+,(1) White,(4) Postgraduate study,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,NA,NA,(1) Donald Trump,NA,(4) Not at all concerned,(1) Very concerned,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(2) Suburban
(2) Women,(6) 65+,(3) Latino or Hispanic,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,NA,NA,(3) Not too concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Yes,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(1) Urban
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,NA,(2) The Democratic candidate,(2) Joe Biden,NA,(1) Very concerned,(4) Not at all concerned,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(2) Women,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Yes,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(4) Very unfavorable,(1) Very favorable,(1) Very favorable,(1) Very favorable,(4) Very unfavorable,(1) Kamala Harris,(3) Small town
(1) Men,(5) 50-64,(1) White,(3) College graduate,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(2) Somewhat concerned,(4) Not at all concerned,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(1) Urban
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) High school or less,(2) Republican,(2) Republican/Lean Rep,(3) Moderate,NA,NA,(2) Joe Biden,NA,(4) Not at all concerned,(1) Very concerned,(1) Very concerned,(4) Not at all concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Donald Trump,(2) Suburban
(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(1) Men,(5) 50-64,(1) White,(4) Postgraduate study,(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(2) Somewhat concerned,(2) Somewhat concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(2) Suburban
(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(3) College graduate,(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,NA,NA,(2) Joe Biden,NA,(1) Very concerned,(4) Not at all concerned,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(3) Small town
(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(5) Very conservative,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(3) Untested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(4) Postgraduate study,(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Yes,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(4) Very unfavorable,(1) Very favorable,(1) Very favorable,(1) Very favorable,(4) Very unfavorable,(1) Kamala Harris,(2) Suburban
(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(2) No,NA,(2) Joe Biden,NA,NA,NA,(3) Not too concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(3) Somewhat unfavorable,(3) Somewhat unfavorable,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) Somewhat favorable,(4) Very unfavorable,(1) Kamala Harris,(3) Small town
(1) Men,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(2) Some college/assoc. degree,(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(3) Untested,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(1) Men,(5) 50-64,(3) Latino or Hispanic,(4) Postgraduate study,(2) Republican,(2) Republican/Lean Rep,(3) Moderate,NA,NA,(2) Joe Biden,NA,NA,NA,(4) Not at all concerned,(1) Very concerned,(1) Tested and delivered positive results,(2) Tested and delivered negative results,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA,NA,NA,NA,(1) Kamala Harris,(2) Suburban
(2) Women,(5) 50-64,(1) White,(2) Some college/assoc. degree,(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,NA,NA,(1) Donald Trump,NA,NA,NA,(1) Very concerned,(3) Not too concerned,(2) Tested and delivered negative results,(1) Tested and delivered positive results,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,NA,NA,NA,NA,NA,(2) Donald Trump,(4) Rural
